"account_type","account_class","account_group","account","account_number"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Fleet Operations Equipment Damage Repair","424045"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Fleet Operations Fittings/Modifications","424047"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Fleet Operations Pool Rental","424046"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Fleet Operations Special Shop Services","424042"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Fleet Operations Transport and Hauling S","424044"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Fleet Operations Usage Charges","424041"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Fleet Services Additional Vehicle Purchases","424051"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Flowage Fees - Airports","422022"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Food Permit Violation Fee","422113"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Foundations & Removals","422038"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Gasoline Surcharge","424048"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","General Fund Funded Medic Units","424060"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Gen Gov't Services to Airports","424081"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Gen Gov't Services to DSD","424082"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Gen Gov't Services to Fac Fin","424077"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Gen Gov't Services to Golf","424078"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Gen Gov't Services to Stadium","424076"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Gen Gov't Services to Utility","424079"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Gen Gov't Services to Waste Management","424080"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Golf Cart Rental Fees","422128"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Golf Greens Fees","422123"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Golf Greens Fees Non-Resident","422226"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Golf Greens Fees Resident","422225"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Golf Instruction","422224"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Golf Resident ID Fees","422124"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Golf Surcharge-Balboa/Torrey Pines","422283"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Graffiti Code Enforcement","422181"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Grant IDC Recovery Account","424001"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Graphic Services","424039"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Grave Openings","422036"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Graves And Lots","422039"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Greens Container User Fees","422261"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Greens/Wood Fee","422154"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Gym/Auditorium Youth Athletic","418072"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Gym/Auditorium Youth Athletic","418096"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","HazMat Inspection","424062"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Hazmat Processing Fee","416074"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Hazmat Program - Permit Fees","416125"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","HazMat Training","424061"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Healthcare Fire Prevention Inspection Fe","422289"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Health Services","422302"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Helistops","422028"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","HHW Facility-Other Users","422158"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","H.I.R.T.","422062"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Housing & Homeless Coord Svcs to SDHC","424050"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Housing & Homeless Coord Svc to CCDC","422324"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Housing & Homeless Coord Svc to CDBG","422325"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Housing & Homeless Coord Svc to RDA","422327"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Housing & Homeless Coord Svc to SEDC","422326"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Hydroelectric Fac Cogenration","422090"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Industrial Waste Violation Fees S.D.","422096"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","In-Kind Services","424002"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Inspection Fee-Highrise Occupancy","422057"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Inspection of Fire Lanes","422291"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Internal Delivery Services Reimbursement","422330"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Investigation Fees","422044"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Inv Tran A/C Pkg-Airports","422222"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","IWCP Imported Flow Fees","422095"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","IWCP Industrial User Discharge Permit Fees","422092"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","IWCP Notice of Violation Fees","422091"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","IWCP Trucked Waste Permit & Load Fees","422094"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","JUA Reimbursement","420027"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Junior Lifeguard Program","422136"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Juvenile Library Fines","417057"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Kayak/Pedal Boat Rentals","422239"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Lakes Body Contact Fees","422142"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Lakes Fishing Program Fees","422140"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Lakes Special Events","422138"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Landing Fees - Airports","422021"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Landscape Ord Processing Fees","422015"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Legal Fees Recovered-Collections Account","422163"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Library Audio/Visual Fines","417058"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Library Fines - 6 Mos.+ Overdue","417066"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Library Processing Fees","422011"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Library Reserve","422034"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Lifeguard Services - Other Charges","422129"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Lifeguard Svc-Scripps","422199"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Lithography Services","424037"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Litho Standard Cost","424074"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Litter Control - Reinspection Fees","422160"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Litter Control-Sweep City","422231"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Lobby Contract Reimbursement","422305"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Lobbyist Registration Fee per Lobbyist","422010"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Lost/Damaged Library Materials","422166"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Maint & Operation Metro","422102"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Master Plans/Dep Plan Check Fees","422019"
"Charges for Current Services","Charges for Current Services","Charges for Current Services","Mayor-Protocol Svcs to TOT","422184"
